wordnet_person_100007846	1
wordnet_player_110439851	2
wordnet_football_player_110101634	3
wordnet_organism_100004475	4
wordnet_administrative_district_108491826	5
wordnet_site_108651247	6
wordnet_city_108524735	7
wordnet_forward_110105733	8
wordnet_defender_109614684	9
wordnet_club_108227214	10
wordnet_director_110014939	11
wordnet_exile_110071332	12
wordnet_actor_109765278	13
wordnet_movie_106613686	14
wordnet_alumnus_109786338	15
wordnet_entertainer_109616922	16
wordnet_artist_109812338	17
wordnet_writer_110794014	18
wordnet_organization_108008335	19
wordnet_woman_110787470	20
wordnet_winner_110782940	21
wordnet_musician_110339966	22
wordnet_town_108665504	23
wordnet_municipality_108626283	24
wordnet_goalkeeper_110134001	25
wordnet_screenwriter_110564400	26
wordnet_county_108546183	27
wordnet_film_director_110088200	28
wordnet_singer_110599806	29
wordnet_soccer_player_110618342	30
wordnet_politician_110450303	31
wordnet_district_108552138	32
wordnet_composer_109947232	33
wordnet_team_108208560	34
wordnet_manufacturer_110292316	35
wordnet_fellow_110083526	36
wordnet_region_108630039	37
wordnet_scientist_110560637	38
wordnet_rival_110533013	39
wordnet_film_maker_110088390	40
wordnet_officeholder_110371450	41
wordnet_county_seat_108547143	42
wordnet_actress_109767700	43
wordnet_basketball_player_109842047	44
wordnet_sovereign_110628644	45
wordnet_winger_110782471	46
wordnet_airport_102692232	47
wordnet_university_108286569	48
wordnet_country_108544813	49
wordnet_educational_institution_108276342	50
wordnet_medalist_110305062	51
wordnet_state_108654360	52
wordnet_location_100027167	53
wordnet_minister_110320863	54
wordnet_subdivision_108674251	55
wordnet_object_100002684	56
wordnet_novelist_110363573	57
wordnet_coach_109931640	58
wordnet_scholar_110557854	59
wordnet_guitarist_110151760	60
wordnet_village_108672738	61
wordnet_album_106591815	62
wordnet_area_108497294	63
wordnet_military_officer_110317007	64
wordnet_emigrant_110051975	65
wordnet_hockey_player_110179291	66
wordnet_award_106696483	67
wordnet_fullback_110115430	68
wordnet_company_108058098	69
wordnet_capital_108518505	70
wordnet_airfield_102687992	71
wordnet_commune_108541609	72
wordnet_knight_110238375	73
wordnet_athlete_109820263	74
wordnet_president_110467179	75
wordnet_comedian_109940146	76
wordnet_conflict_100958896	77
wordnet_commanding_officer_109941964	78
wordnet_ruler_110541229	79
wordnet_football_team_108080025	80
wordnet_poet_110444194	81
wordnet_philosopher_110423589	82
wordnet_event_100029378	83
wordnet_laureate_110249011	84
wordnet_party_108256968	85
wordnet_dramatist_110030277	86
wordnet_mathematician_110301261	87
wordnet_journalist_110224578	88
wordnet_atheist_109820044	89
wordnet_guard_110150071	90
wordnet_general_110123844	91
wordnet_editor_110044879	92
wordnet_convert_109962414	93
wordnet_hockey_team_108080386	94
wordnet_battle_100953559	95
wordnet_theorist_110706812	96
wordnet_pianist_110430665	97
wordnet_basketball_team_108079852	98
wordnet_island_109316454	99
wordnet_academician_109759069	100
wordnet_physicist_110428004	101
wordnet_leader_109623038	102
wordnet_militant_110315837	103
wordnet_duke_110038620	104
wordnet_prize_winner_109627807	105
wordnet_survivor_110681194	106
wordnet_model_110324560	107
wordnet_prince_110472799	108
wordnet_remake_104074329	109
wordnet_performer_110415638	110
wordnet_vicinity_108641113	111
wordnet_educator_110045713	112
wordnet_citizen_109923673	113
wordnet_war_100973077	114
wordnet_participant_110401829	115
wordnet_head_of_state_110164747	116
wordnet_port_108633957	117
wordnet_musical_organization_108246613	118
wordnet_essayist_110064405	119
wordnet_economist_110043643	120
wordnet_school_108276720	121
wordnet_mayor_110303814	122
wordnet_interior_designer_110210648	123
wordnet_chemist_109913824	124
wordnet_historian_110177150	125
wordnet_critic_109979321	126
wordnet_diarist_110011486	127
wordnet_keyboardist_110229883	128
wordnet_lawyer_110249950	129
wordnet_soldier_110622053	130
wordnet_presenter_110466387	131
wordnet_doctor_110020890	132
wordnet_executive_110069645	133
wordnet_director_110015215	134
wordnet_agnostic_109779124	135
wordnet_companion_109945905	136
wordnet_inventor_110214637	137
wordnet_host_110187130	138
wordnet_translator_110725280	139
wordnet_head_110162991	140
wordnet_television_106277280	141
wordnet_princess_110474064	142
wordnet_biologist_109855630	143
wordnet_autobiographer_109825296	144
wordnet_count_109969218	145
wordnet_medalist_110304914	146
wordnet_oeuvre_103841417	147
wordnet_rock_group_108250501	148
wordnet_engineer_109615807	149
wordnet_seat_108647616	150
wordnet_socialist_110618848	151
