wordnet_physical_entity_100001930	1
wordnet_object_100002684	2
wordnet_whole_100003553	3
wordnet_abstraction_100002137	4
wordnet_living_thing_100004258	5
wordnet_organism_100004475	6
wordnet_causal_agent_100007347	7
wordnet_person_100007846	8
wordnet_adult_109605289	9
wordnet_entertainer_109616922	10
wordnet_performer_110415638	11
wordnet_male_109624168	12
wordnet_man_110287213	13
wordnet_creator_109614315	14
wordnet_actor_109765278	15
wordnet_contestant_109613191	16
wordnet_group_100031264	17
wordnet_social_group_107950920	18
wordnet_psychological_feature_100023100	19
wordnet_winner_110782940	20
wordnet_location_100027167	21
wordnet_organization_108008335	22
wordnet_region_108630985	23
wordnet_event_100029378	24
wordnet_intellectual_109621545	25
wordnet_communicator_109610660	26
wordnet_scholar_110557854	27
wordnet_district_108552138	28
wordnet_administrative_district_108491826	29
wordnet_alumnus_109786338	30
wordnet_writer_110794014	31
wordnet_artist_109812338	32
wordnet_social_event_107288639	33
wordnet_artifact_100021939	34
wordnet_geographical_area_108574314	35
wordnet_show_106619065	36
wordnet_tract_108673395	37
wordnet_site_108651247	38
wordnet_creation_103129123	39
wordnet_product_104007894	40
wordnet_movie_106613686	41
wordnet_producer_110480018	42
wordnet_film_maker_110088390	43
wordnet_musician_110339966	44
wordnet_leader_109623038	45
wordnet_institution_108053576	46
wordnet_urban_area_108675967	47
wordnet_municipality_108626283	48
wordnet_city_108524735	49
wordnet_musician_110340312	50
wordnet_maker_110284064	51
wordnet_manufacturer_110292316	52
wordnet_communication_100033020	53
wordnet_head_110162991	54
wordnet_screenwriter_110564400	55
wordnet_scriptwriter_110564905	56
wordnet_administrator_109770949	57
wordnet_film_director_110088200	58
wordnet_singer_110599806	59
wordnet_worker_109632518	60
wordnet_woman_110787470	61
wordnet_female_109619168	62
wordnet_composer_109947232	63
wordnet_area_108497294	64
wordnet_association_108049401	65
wordnet_club_108227214	66
wordnet_actress_109767700	67
wordnet_traveler_109629752	68
wordnet_town_108665504	69
wordnet_educational_institution_108276342	70
wordnet_skilled_worker_110605985	71
wordnet_region_108630039	72
wordnet_center_108523483	73
wordnet_director_110014939	74
wordnet_seat_108647945	75
wordnet_university_108286569	76
wordnet_instrumentality_103575240	77
wordnet_disputant_109615465	78
wordnet_reformer_110515194	79
wordnet_executive_110069645	80
wordnet_symbol_106806469	81
wordnet_unit_108189659	82
wordnet_signal_106791372	83
wordnet_award_106696483	84
wordnet_medium_106254669	85
wordnet_company_108058098	86
wordnet_militant_110315837	87
wordnet_county_108546183	88
wordnet_songwriter_110624540	89
wordnet_absentee_109757653	90
wordnet_exile_110071332	91
wordnet_country_108544813	92
wordnet_serviceman_110582746	93
wordnet_album_106591815	94
wordnet_act_100030358	95
wordnet_comedian_109940146	96
wordnet_player_110439851	97
wordnet_peer_109626238	98
wordnet_associate_109816771	99
wordnet_team_108208560	100
wordnet_county_seat_108547143	101
wordnet_migrant_110314952	102
wordnet_guitarist_110151760	103
wordnet_cognition_100023271	104
wordnet_expert_109617867	105
wordnet_military_officer_110317007	106
wordnet_emigrant_110051975	107
wordnet_school_108276720	108
wordnet_activity_100407535	109
wordnet_expressive_style_107066659	110
wordnet_capital_108518505	111
wordnet_professional_110480253	112
wordnet_dramatist_110030277	113
wordnet_member_110307234	114
wordnet_fellow_110083526	115
wordnet_nonreligious_person_109625789	116
wordnet_auditory_communication_107109019	117
wordnet_poet_110444194	118
wordnet_music_107020895	119
wordnet_content_105809192	120
wordnet_novelist_110363573	121
wordnet_atheist_109820044	122
wordnet_disbeliever_110015897	123
wordnet_music_genre_107071942	124
wordnet_diversion_100426928	125
wordnet_politician_110450303	126
wordnet_assistant_109815790	127
wordnet_idea_105833840	128
wordnet_model_110324560	129
wordnet_unfortunate_109630641	130
wordnet_pianist_110430665	131
wordnet_concept_105835747	132
wordnet_category_105838765	133
wordnet_kind_105839024	134
wordnet_action_100037396	135
wordnet_relation_100031921	136
wordnet_genre_105845332	137
wordnet_change_100191142	138
wordnet_attribute_100024264	139
wordnet_part_113809207	140
wordnet_change_of_state_100199130	141
wordnet_introduction_100238022	142
wordnet_beginning_100235435	143
wordnet_athlete_109820263	144
wordnet_point_108620061	145
wordnet_advocate_109774783	146
wordnet_acquirer_109764201	147
wordnet_recipient_109627906	148
wordnet_honoree_110183757	149
wordnet_good_person_110138767	150
wordnet_language_unit_106284225	151
wordnet_enterprise_108056231	152
wordnet_authority_109824361	153
wordnet_critic_109979321	154
wordnet_evaluator_110066732	155
wordnet_football_team_108080025	156
wordnet_benefactor_109608709	157
wordnet_broadcast_106619428	158
wordnet_entertainment_100429048	159
wordnet_show_100520257	160
wordnet_host_110187130	161
wordnet_keyboardist_110229883	162
wordnet_survivor_110681194	163
wordnet_negotiator_110351874	164
wordnet_representative_110522035	165
wordnet_ending_106308765	166
wordnet_morpheme_106306233	167
wordnet_commanding_officer_109941964	168
wordnet_television_program_106620579	169
wordnet_specialist_110631941	170
wordnet_participant_110401829	171
wordnet_agnostic_109779124	172
wordnet_official_110372373	173
wordnet_biographer_109855433	174
wordnet_humorist_110191943	175
